Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,69.93536845638945,68.24241007264247,5.114865100384961,2.3900000000000032e-2,5.805024013801883e-4,"cx0_1: 2.740e-2, cx0_14: 2.822e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q1,56.07876178083345,54.01227541302634,5.235697935388702,3.600000000000003e-2,8.62651266125743e-4,"cx1_0: 2.740e-2, cx1_2: 1.302e-2, cx1_13: 5.113e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q2,52.673143590322766,77.45324038087143,5.038474261762356,1.9179999999999997e-1,6.213140721138754e-4,"cx2_1: 1.302e-2, cx2_3: 2.387e-2, cx2_12: 4.636e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q3,52.252328717017726,14.613633193221634,4.894580636305519,9.140000000000004e-2,5.391976365712427e-4,"cx3_2: 2.387e-2, cx3_4: 1.628e-2, cx3_11: 3.657e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q4,64.10982740312103,74.44521619636068,5.021585963620456,7.390000000000008e-2,8.783061468661575e-4,"cx4_3: 1.628e-2, cx4_5: 2.834e-2, cx4_10: 3.241e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q5,21.419057474227586,37.75644178228998,5.073075938003784,4.7800000000000065e-2,2.3418072647461985e-3,"cx5_4: 2.834e-2, cx5_6: 4.721e-2, cx5_9: 4.566e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q6,71.01859480714222,84.11818971626113,4.9293879063887465,3.3399999999999985e-2,1.1451092429410757e-3,"cx6_5: 4.721e-2, cx6_8: 2.415e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q7,41.97820575520177,12.541294061758036,4.98261884103986,6.559999999999999e-2,1.9911719864429776e-3,"cx7_8: 2.328e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q8,94.73410689711129,71.49336162945384,4.75165683815677,5.810000000000004e-2,6.842536928420416e-4,"cx8_6: 2.415e-2, cx8_7: 2.328e-2, cx8_9: 2.432e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q9,42.05263706019298,72.18530159863779,4.973455927711902,6.2000000000000055e-2,1.3508620658634531e-3,"cx9_5: 4.566e-2, cx9_8: 2.432e-2, cx9_10: 3.606e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q10,57.85818260298851,67.45529339775263,4.944779630127785,2.8899999999999926e-2,1.6698137379774131e-3,"cx10_4: 3.241e-2, cx10_9: 3.606e-2, cx10_11: 3.607e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q11,42.82289745786357,64.69768743220806,4.9975999353232625,1.9120000000000004e-1,9.568273184520181e-4,"cx11_3: 3.657e-2, cx11_10: 3.607e-2, cx11_12: 2.476e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q12,58.85168732108796,31.925425397039003,4.763419177685341,8.279999999999998e-2,9.002159499133114e-4,"cx12_2: 4.636e-2, cx12_11: 2.476e-2, cx12_13: 3.009e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q13,28.139366187644903,29.247861210021707,4.974268795147447,8.640000000000003e-2,2.810501400915088e-3,"cx13_1: 5.113e-2, cx13_12: 3.009e-2, cx13_14: 4.258e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
Q14,36.69138932414326,50.4653887565397,5.006783838568791,4.200000000000004e-2,8.583674293617038e-4,"cx14_0: 2.822e-2, cx14_13: 4.258e-2",Thu Sep 17 2020 16:49:44 GMT+0800 (中国标准时间)
